mold_name,manufacturer,disc_type,stability,rim_camber_shape,mass_kg,radius_m,rim_width_m,thickness_m,rim_depth_m,rim_camber_h_m,dome_height_m
Anchor,Latitude 64,Putter,Overstable,Flat,0.18010,0.10850,0.01400,0.01800,0.01500,0.01602,0.00108
Ballista,Latitude 64,Driver,Overstable,Concave,0.17510,0.10550,0.02400,0.01700,0.01100,0.00722,0.00458
Ballista Pro,Latitude 64,Driver,Overstable,Concave,0.17600,0.10600,0.02450,0.01700,0.01100,0.00959,0.00482
Beetle,Latitude 64,Putter,Understable,Flat,0.18180,0.10950,0.00800,0.02200,0.01600,0.02090,0.00000
Bite,Latitude 64,Putter,Understable,Flat,0.18760,0.11300,0.00700,0.02300,0.01400,0.02185,0.00000
Blitz,Latitude 64,Driver,Stable,Concave,0.17600,0.10600,0.02200,0.01600,0.01200,0.00847,0.00426
Bolt,Latitude 64,Driver,Overstable,Concave,0.17510,0.10550,0.02350,0.01700,0.01100,0.00711,0.00451
Bryce,Latitude 64,Driver,Overstable,Concave,0.17600,0.10600,0.02000,0.01700,0.01100,0.00851,0.00428
Caltrop,Latitude 64,Putter,Understable,Flat,0.17430,0.10500,0.00950,0.01900,0.01500,0.00258,0.00204
Claymore,Latitude 64,Midrange,Stable,Flat,0.18010,0.10850,0.01400,0.01900,0.01200,0.01691,0.00114
Compass,Latitude 64,Midrange,Stable,NONE,0.17930,0.10800,0.01300,0.02300,0.01300,0.01927,0.00258
Core,Latitude 64,Midrange,Stable,Flat,0.18010,0.10850,0.01400,0.02000,0.01200,0.01780,0.00120
Culverin,Latitude 64,Driver,Stable,Concave,0.17600,0.10600,0.02100,0.02000,0.01100,0.01029,0.00517
Cutlass,Latitude 64,Driver,Overstable,Concave,0.17510,0.10550,0.02250,0.01700,0.01200,0.00689,0.00437
Dagger,Latitude 64,Putter,Understable,Flat,0.17510,0.10550,0.01000,0.02100,0.01500,0.00510,0.00323
Diamond,Latitude 64,Driver,Stable,Concave,0.17510,0.10550,0.01850,0.01400,0.01100,0.00494,0.00313
Explorer,Latitude 64,Fairway,Stable,Concave,0.17600,0.10600,0.01750,0.01700,0.01100,0.00790,0.00397
Faith (Royal Prototype),Latitude 64,Putter,Understable,Flat,0.17600,0.10600,0.01100,0.02200,0.01500,0.00823,0.00414
Falchion,Latitude 64,Driver,Stable,Concave,0.17510,0.10550,0.01900,0.01600,0.01100,0.00575,0.00364
Flow,Latitude 64,Driver,Overstable,Concave,0.17510,0.10550,0.02150,0.01800,0.01200,0.00706,0.00448
Fuji,Latitude 64,Midrange,Stable,Flat,0.18010,0.10850,0.01400,0.01800,0.01200,0.01602,0.00108
Fury,Latitude 64,Driver,Stable,Concave,0.17600,0.10600,0.01900,0.01800,0.01100,0.00875,0.00440
Fuse,Latitude 64,Midrange,Understable,NONE,0.18180,0.10950,0.01300,0.02100,0.01300,0.01995,0.00000
Gauntlet,Latitude 64,Putter,Understable,Flat,0.17600,0.10600,0.01100,0.02100,0.01500,0.00785,0.00395
Gladiator,Latitude 64,Driver,Overstable,Concave,0.17510,0.10550,0.02300,0.01700,0.01100,0.00700,0.00444
Gobi,Latitude 64,Midrange,Stable,Flat,0.18010,0.10850,0.01450,0.01800,0.01300,0.01602,0.00108
Grace (Royal Prototype),Latitude 64,Driver,Stable,Concave,0.17510,0.10550,0.02250,0.01600,0.01100,0.00648,0.00411
Halo,Latitude 64,Driver,Overstable,Concave,0.17600,0.10600,0.02450,0.01400,0.01100,0.00790,0.00397
Havoc,Latitude 64,Driver,Overstable,Concave,0.17510,0.10550,0.02250,0.01700,0.01100,0.00688,0.00437
Jade,Latitude 64,Driver,Stable,Concave,0.17430,0.10500,0.01850,0.01800,0.01100,0.00435,0.00344
Keystone,Latitude 64,Putter,Understable,Flat,0.17510,0.10550,0.01050,0.01900,0.01500,0.00474,0.00301
Knight,Latitude 64,Driver,Overstable,Concave,0.17510,0.10550,0.02450,0.01600,0.01100,0.00690,0.00437
Macana,Latitude 64,Putter,Understable,Flat,0.17510,0.10550,0.01100,0.02100,0.01400,0.00537,0.00340
Mace,Latitude 64,Midrange,Stable,NONE,0.18090,0.10900,0.01300,0.02100,0.01300,0.01978,0.00017
Maul,Latitude 64,Driver,Stable,Concave,0.17760,0.10700,0.01850,0.02000,0.01100,0.01469,0.00431
Medius,Latitude 64,Midrange,Stable,NONE,0.17850,0.10750,0.01350,0.02400,0.01200,0.01886,0.00394
Mercy,Latitude 64,Putter,Understable,Flat,0.17600,0.10600,0.01050,0.02100,0.01500,0.00770,0.00387
Mirus,Latitude 64,Driver,Overstable,Concave,0.17430,0.10500,0.02000,0.02400,0.01100,0.00623,0.00492
Missilen,Latitude 64,Driver,Overstable,Concave,0.17760,0.10700,0.02500,0.01700,0.01100,0.01249,0.00366
Musket,Latitude 64,Driver,Overstable,Concave,0.17600,0.10600,0.02050,0.01800,0.01100,0.00913,0.00459
Pain,Latitude 64,Putter,Stable,Flat,0.18010,0.10850,0.01400,0.02000,0.01400,0.01780,0.00120
Pearl,Latitude 64,Midrange,Stable,NONE,0.17930,0.10800,0.01200,0.01800,0.01200,0.01508,0.00202
Pioneer,Latitude 64,Driver,Overstable,Concave,0.17600,0.10600,0.01950,0.01500,0.01200,0.00740,0.00372
Primitus,Latitude 64,Driver,Overstable,Concave,0.17430,0.10500,0.02000,0.02300,0.01200,0.00598,0.00472
Pure,Latitude 64,Putter,Stable,Flat,0.17600,0.10600,0.01000,0.01800,0.01400,0.00647,0.00325
Raketen,Latitude 64,Driver,Overstable,Concave,0.17510,0.10550,0.02400,0.01700,0.01100,0.00722,0.00458
Recoil,Latitude 64,Driver,Overstable,Concave,0.17600,0.10600,0.02200,0.01800,0.01200,0.00952,0.00479
Riot,Latitude 64,Driver,Stable,Concave,0.17600,0.10600,0.02200,0.01900,0.01200,0.01005,0.00505
Rive (Royal Prototype),Latitude 64,Driver,Stable,Concave,0.17510,0.10550,0.02300,0.01800,0.01200,0.00741,0.00470
River,Latitude 64,Driver,Stable,Concave,0.17850,0.10750,0.01850,0.01900,0.01200,0.01493,0.00312
River Pro,Latitude 64,Fairway,Stable,Concave,0.17760,0.10700,0.01800,0.01800,0.01300,0.01322,0.00388
Ruby,Latitude 64,Putter,Understable,Flat,0.17850,0.10750,0.01000,0.01900,0.01400,0.01493,0.00312
SPZ 1 (Putter,Latitude 64,Putter,Understable,Flat,0.17600,0.10600,0.01100,0.02100,0.01500,0.00785,0.00395
SPZ 2 (Midrange,Latitude 64,Midrange,Stable,NONE,0.18010,0.10850,0.01300,0.01900,0.01300,0.01691,0.00114
SPZ 3 (Driver,Latitude 64,Driver,Stable,Concave,0.17510,0.10550,0.01900,0.01800,0.01200,0.00647,0.00410
Saint,Latitude 64,Driver,Overstable,Concave,0.17600,0.10600,0.01900,0.01900,0.01200,0.00924,0.00465
Saint Pro,Latitude 64,Driver,Stable,Concave,0.17600,0.10600,0.01850,0.02000,0.01200,0.00959,0.00482
Sapphire,Latitude 64,Driver,Overstable,Concave,0.17430,0.10500,0.02000,0.01700,0.01200,0.00442,0.00349
Sarek,Latitude 64,Putter,Understable,Flat,0.17600,0.10600,0.01100,0.02200,0.01500,0.00823,0.00414
Scythe,Latitude 64,Driver,Overstable,Concave,0.17510,0.10550,0.02250,0.01500,0.01100,0.00607,0.00385
Sinus AP,Latitude 64,Putter,Stable,Flat,0.17600,0.10600,0.00950,0.01900,0.01400,0.00669,0.00336
Sinus SP,Latitude 64,Putter,Stable,Flat,0.17600,0.10600,0.00950,0.01900,0.01400,0.00669,0.00336
Spark,Latitude 64,Driver,Stable,Concave,0.17600,0.10600,0.01900,0.01500,0.01100,0.00729,0.00367
Spike,Latitude 64,Midrange,Understable,NONE,0.17600,0.10600,0.01000,0.01800,0.01300,0.00646,0.00325
Stiletto,Latitude 64,Driver,Overstable,Concave,0.17680,0.10650,0.02450,0.01700,0.01100,0.01161,0.00454
Striker,Latitude 64,Driver,Overstable,Concave,0.17760,0.10700,0.01900,0.01600,0.01200,0.01175,0.00345
Trident,Latitude 64,Driver,Stable,Concave,0.17760,0.10700,0.01900,0.01400,0.01100,0.01028,0.00302
Trust (Royal Prototype),Latitude 64,Midrange,Stable,NONE,0.18010,0.10850,0.01300,0.01900,0.01300,0.01691,0.00114
Villain,Latitude 64,Driver,Overstable,Concave,0.17510,0.10550,0.02150,0.01700,0.01200,0.00667,0.00423
Vision,Latitude 64,Driver,Stable,Concave,0.17510,0.10550,0.01850,0.01900,0.01100,0.00670,0.00425
XXX,Latitude 64,Driver,Stable,Concave,0.17850,0.10750,0.02000,0.01500,0.01100,0.01179,0.00246
Zion,Latitude 64,Driver,Overstable,Concave,0.17600,0.10600,0.02000,0.01700,0.01100,0.00851,0.00428
Cipher,Launch Disc Golf,Driver,Stable,Concave,0.17930,0.10800,0.01850,0.01800,0.01200,0.01508,0.00202
Code,Launch Disc Golf,Midrange,Stable,Flat,0.17600,0.10600,0.01450,0.01600,0.01200,0.00676,0.00340
Code X,Launch Disc Golf,Midrange,Stable,Flat,0.17600,0.10600,0.01450,0.01600,0.01200,0.00676,0.00340
Lander,Launch Disc Golf,Putter,Stable,Flat,0.17430,0.10500,0.01200,0.01800,0.01400,0.00297,0.00235
Aftermath,Legacy Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02450,0.01700,0.01100,0.00959,0.00482
Bandit,Legacy Discs,Driver,Stable,Concave,0.17680,0.10650,0.02000,0.01500,0.01100,0.00966,0.00377
Cannon,Legacy Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02500,0.01800,0.01200,0.00788,0.00500
Clozer,Legacy Discs,Putter,Understable,Flat,0.17600,0.10600,0.00900,0.02100,0.01400,0.00725,0.00364
Clutch,Legacy Discs,Putter,Stable,Flat,0.17600,0.10600,0.00900,0.02000,0.01400,0.00690,0.00347
Enemy,Legacy Discs,Driver,Stable,Concave,0.17510,0.10550,0.01950,0.01900,0.01200,0.00696,0.00441
Fighter,Legacy Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02050,0.01700,0.01200,0.00863,0.00434
Gauge,Legacy Discs,Putter,Stable,Flat,0.18090,0.10900,0.01200,0.02200,0.01400,0.02073,0.00017
Ghost,Legacy Discs,Midrange,Stable,NONE,0.18010,0.10850,0.01200,0.02000,0.01300,0.01780,0.00120
Hunter,Legacy Discs,Putter,Stable,Flat,0.17600,0.10600,0.00900,0.01400,0.01400,0.00483,0.00243
Mongoose,Legacy Discs,Driver,Stable,Concave,0.17680,0.10650,0.02000,0.01500,0.01100,0.00966,0.00377
Nemesis,Legacy Discs,Driver,Overstable,Concave,0.17680,0.10650,0.02000,0.01500,0.01100,0.00966,0.00377
Outlaw,Legacy Discs,Driver,Overstable,Concave,0.17430,0.10500,0.02300,0.01600,0.01100,0.00473,0.00373
Outlaw (retooled),Legacy Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02350,0.01600,0.01100,0.00669,0.00424
Patriot,Legacy Discs,Fairway,Overstable,Concave,0.17600,0.10600,0.01800,0.01800,0.01100,0.00849,0.00427
Phenom,Legacy Discs,Fairway,Stable,Concave,0.17600,0.10600,0.01750,0.01700,0.01200,0.00791,0.00398
Prowler,Legacy Discs,Putter,Understable,Flat,0.17600,0.10600,0.00900,0.02200,0.01400,0.00759,0.00382
Pursuit,Legacy Discs,Midrange,Stable,Concave,0.17680,0.10650,0.01500,0.01600,0.01300,0.00909,0.00355
Rampage,Legacy Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02500,0.01800,0.01200,0.00788,0.00500
Recluse,Legacy Discs,Midrange,Stable,Concave,0.17680,0.10650,0.01500,0.01600,0.01300,0.00909,0.00355
Recon,Legacy Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02400,0.01700,0.01100,0.00947,0.00476
Rival,Legacy Discs,Fairway,Overstable,Concave,0.17680,0.10650,0.01750,0.02000,0.01200,0.01212,0.00473
Valor,Legacy Discs,Midrange,Stable,NONE,0.18010,0.10850,0.01200,0.02100,0.01300,0.01869,0.00126
Vengeance,Legacy Discs,Driver,Stable,Concave,0.17600,0.10600,0.02000,0.01700,0.01200,0.00851,0.00428
#1 Flyer,Lightning Discs,Midrange,Stable,Concave,0.17760,0.10700,0.01600,0.01500,0.01100,0.01102,0.00323
#1 Helix,Lightning Discs,Midrange,Stable,Concave,0.17850,0.10750,0.01600,0.01600,0.01300,0.01258,0.00262
#1 Hookshot,Lightning Discs,Midrange,Stable,Concave,0.18430,0.11100,0.01500,0.01700,0.01500,0.01615,0.00000
#1 Hyzer,Lightning Discs,Fairway,Stable,Concave,0.18010,0.10850,0.01800,0.01800,0.01300,0.01602,0.00108
#1 Roller,Lightning Discs,Fairway,Stable,Concave,0.18010,0.10850,0.01800,0.01700,0.01100,0.01513,0.00102
#1 Slice,Lightning Discs,Midrange,Overstable,Flat,0.18760,0.11300,0.01400,0.01800,0.01200,0.01710,0.00000
#2 Driver,Lightning Discs,Midrange,Overstable,Concave,0.17760,0.10700,0.01600,0.02000,0.01200,0.01469,0.00431
#2 Helix,Lightning Discs,Fairway,Stable,Concave,0.17600,0.10600,0.01700,0.01700,0.01400,0.00780,0.00392
#2 Hookshot,Lightning Discs,Midrange,Stable,NONE,0.17850,0.10750,0.01300,0.02100,0.01100,0.01651,0.00344
#2 Hyzer,Lightning Discs,Fairway,Overstable,Concave,0.17510,0.10550,0.01600,0.02000,0.01200,0.00641,0.00406
#2 Putter,Lightning Discs,Putter,Understable,Flat,0.18090,0.10900,0.01000,0.02600,0.01600,0.02449,0.00021
#2 Roller,Lightning Discs,Driver,Stable,Concave,0.19590,0.11800,0.02200,0.02100,0.01400,0.01995,0.00000
#2 Slice,Lightning Discs,Midrange,Overstable,NONE,0.17930,0.10800,0.01300,0.02000,0.01100,0.01676,0.00224
#2 Upshot,Lightning Discs,Putter,Stable,Flat,0.17760,0.10700,0.00900,0.02000,0.01500,0.01247,0.00366
#3 Driver,Lightning Discs,Midrange,Overstable,Concave,0.18680,0.11250,0.01600,0.02000,0.01200,0.01900,0.00000
#3 Flyer,Lightning Discs,Midrange,Stable,Concave,0.18510,0.11150,0.01550,0.02000,0.01200,0.01900,0.00000
#3 Hookshot,Lightning Discs,Midrange,Overstable,NONE,0.18180,0.10950,0.01350,0.02100,0.01200,0.01995,0.00000
#4 Driver,Lightning Discs,Fairway,Overstable,Concave,0.17600,0.10600,0.01650,0.01700,0.01100,0.00766,0.00385
AT-6 Texan,Lightning Discs,Midrange,Stable,NONE,0.17930,0.10800,0.01300,0.02500,0.01300,0.02094,0.00281
B-17 Flying Fortress,Lightning Discs,Driver,Stable,Concave,0.19590,0.11800,0.02200,0.02100,0.01400,0.01995,0.00000
B-2 Stealth,Lightning Discs,Midrange,Stable,Concave,0.18590,0.11200,0.01500,0.01800,0.01200,0.01710,0.00000
B-25 Mitchell,Lightning Discs,Midrange,Overstable,Concave,0.17760,0.10700,0.01600,0.01500,0.01100,0.01102,0.00323
B-25 Mitchell (retooled),Lightning Discs,Midrange,Overstable,Concave,0.17760,0.10700,0.01600,0.01500,0.01100,0.01102,0.00323
Dauntless,Lightning Discs,Midrange,Stable,Concave,0.18430,0.11100,0.01500,0.01700,0.01500,0.01615,0.00000
F-14 Tomcat,Lightning Discs,Midrange,Stable,Flat,0.18010,0.10850,0.01400,0.01900,0.01100,0.01691,0.00114
F-15 Eagle,Lightning Discs,Midrange,Overstable,Concave,0.17760,0.10700,0.01600,0.02000,0.01200,0.01469,0.00431
F-18 Hornet,Lightning Discs,Fairway,Stable,Concave,0.18340,0.11050,0.01600,0.02000,0.01200,0.01900,0.00000
F-4-U Corsair,Lightning Discs,Midrange,Stable,Flat,0.18090,0.10900,0.01400,0.01900,0.01100,0.01790,0.00015
F-6 Hellcat,Lightning Discs,Midrange,Overstable,Flat,0.18760,0.11300,0.01400,0.01800,0.01200,0.01710,0.00000
F-8-F Bearcat,Lightning Discs,Midrange,Overstable,NONE,0.17930,0.10800,0.01300,0.02000,0.01100,0.01676,0.00224
Falcon,Lightning Discs,Midrange,Stable,NONE,0.17850,0.10750,0.01300,0.02400,0.01300,0.01886,0.00394
Maxline -- 1,Lightning Discs,Driver,Stable,Concave,0.17680,0.10650,0.02100,0.01700,0.01100,0.01121,0.00438
P-38 Lightning,Lightning Discs,Midrange,Stable,NONE,0.17850,0.10750,0.01300,0.02100,0.01100,0.01651,0.00344
P-38J Lightning,Lightning Discs,Midrange,Overstable,NONE,0.18090,0.10900,0.01300,0.01400,0.01100,0.01319,0.00011
P-51 Mustang,Lightning Discs,Midrange,Stable,NONE,0.18090,0.10900,0.01250,0.02200,0.01200,0.02073,0.00017
Rubber Putter,Lightning Discs,Midrange,Stable,NONE,0.17930,0.10800,0.01300,0.02500,0.01300,0.02094,0.00281
SR-71 Blackbird,Lightning Discs,Midrange,Overstable,NONE,0.18180,0.10950,0.01350,0.02100,0.01200,0.01995,0.00000
Spitfire,Lightning Discs,Midrange,Stable,Concave,0.18510,0.11150,0.01550,0.02000,0.01200,0.01900,0.00000
The Driver,Lightning Discs,Midrange,Overstable,Concave,0.17760,0.10700,0.01600,0.01500,0.01100,0.01102,0.00323
Thunderbolt,Lightning Discs,Midrange,Stable,NONE,0.17760,0.10700,0.01000,0.02300,0.01200,0.01469,0.00431
Upshot,Lightning Discs,Putter,Understable,Flat,0.17930,0.10800,0.00700,0.02200,0.01400,0.01843,0.00247
X-15,Lightning Discs,Midrange,Stable,NONE,0.17760,0.10700,0.01300,0.01800,0.01100,0.01238,0.00363
Bowie,Lone Star Molding,Driver,Overstable,Concave,0.17510,0.10550,0.02400,0.01700,0.01100,0.00722,0.00458
Mad Cat,Lone Star Molding,Driver,Stable,Concave,0.17600,0.10600,0.01900,0.01800,0.01200,0.00876,0.00440
Penny Putter,Lone Star Molding,Putter,Understable,Flat,0.17430,0.10500,0.01100,0.01900,0.01500,0.00292,0.00230
The Dillard Midrange Md-1,Lone Star Molding,Midrange,Stable,NONE,0.17760,0.10700,0.01300,0.01600,0.01200,0.01101,0.00323
The Harpoon,Lone Star Molding,Midrange,Stable,NONE,0.17850,0.10750,0.01200,0.01700,0.01200,0.01336,0.00279
The Mockingbird (Ka Kaw),Lone Star Molding,Fairway,Overstable,Concave,0.17430,0.10500,0.01750,0.02000,0.01200,0.00460,0.00364
Hydrogen,Løft Discs,Putter,Understable,Flat,0.17600,0.10600,0.00750,0.02100,0.01500,0.00681,0.00342
Amp,MVP Disc Sports,Driver,Overstable,Concave,0.17430,0.10500,0.01900,0.01700,0.01100,0.00421,0.00333
Anode,MVP Disc Sports,Putter,Stable,Flat,0.17430,0.10500,0.01050,0.02100,0.01400,0.00309,0.00244
Atom,MVP Disc Sports,Putter,Understable,Flat,0.17510,0.10550,0.01150,0.01900,0.01400,0.00498,0.00316
Axis,MVP Disc Sports,Midrange,Stable,NONE,0.18090,0.10900,0.01300,0.02100,0.01300,0.01978,0.00017
Beam,MVP Disc Sports,Driver,Overstable,Concave,0.17600,0.10600,0.02350,0.01700,0.01200,0.00936,0.00470
Catalyst,MVP Disc Sports,Driver,Stable,Concave,0.17510,0.10550,0.02400,0.01900,0.01200,0.00807,0.00512
Cypher,MVP Disc Sports,Fairway,Stable,Concave,0.17600,0.10600,0.01800,0.01500,0.01200,0.00708,0.00356
Deflector,MVP Disc Sports,Midrange,Stable,Concave,0.17850,0.10750,0.01600,0.02000,0.01300,0.01572,0.00328
Dimension,MVP Disc Sports,Driver,Overstable,Concave,0.17430,0.10500,0.02500,0.01800,0.01200,0.00575,0.00454
Energy,MVP Disc Sports,Driver,Overstable,Concave,0.17510,0.10550,0.02400,0.02100,0.01200,0.00892,0.00566
Entropy,MVP Disc Sports,Putter,Stable,Flat,0.17600,0.10600,0.01200,0.02000,0.01400,0.00775,0.00390
Impulse,MVP Disc Sports,Driver,Overstable,Concave,0.17430,0.10500,0.02000,0.01400,0.01200,0.00364,0.00287
Inertia,MVP Disc Sports,Driver,Overstable,Concave,0.17510,0.10550,0.02000,0.01400,0.01200,0.00522,0.00331
Ion,MVP Disc Sports,Putter,Understable,Flat,0.17430,0.10500,0.01100,0.01900,0.01600,0.00292,0.00231
Limit,MVP Disc Sports,Driver,Overstable,Concave,0.17510,0.10550,0.02550,0.01800,0.01200,0.00800,0.00507
Matrix,MVP Disc Sports,Midrange,Stable,Flat,0.17850,0.10750,0.01400,0.01600,0.01400,0.01258,0.00262
Motion,MVP Disc Sports,Driver,Stable,Concave,0.17430,0.10500,0.02000,0.01400,0.01200,0.00364,0.00287
Nitro,MVP Disc Sports,Driver,Overstable,Concave,0.17600,0.10600,0.02450,0.01900,0.01200,0.01073,0.00539
Nomad,MVP Disc Sports,Putter,Stable,Flat,0.17600,0.10600,0.01100,0.02000,0.01400,0.00747,0.00376
Octane,MVP Disc Sports,Driver,Overstable,Concave,0.17510,0.10550,0.02400,0.01700,0.01200,0.00722,0.00458
Ohm,MVP Disc Sports,Putter,Understable,Flat,0.17600,0.10600,0.01050,0.01900,0.01500,0.00697,0.00350
Orbital,MVP Disc Sports,Driver,Overstable,Concave,0.17510,0.10550,0.02200,0.01400,0.01100,0.00558,0.00354
Particle,MVP Disc Sports,Putter,Understable,Flat,0.17510,0.10550,0.01150,0.02000,0.01400,0.00524,0.00333
Phase,MVP Disc Sports,Driver,Overstable,Concave,0.17510,0.10550,0.02200,0.01400,0.01100,0.00558,0.00354
Photon,MVP Disc Sports,Driver,Overstable,Concave,0.17510,0.10550,0.02250,0.01400,0.01100,0.00567,0.00360
Reactor,MVP Disc Sports,Midrange,Stable,Flat,0.17760,0.10700,0.01450,0.01700,0.01300,0.01213,0.00356
Relativity,MVP Disc Sports,Driver,Overstable,Concave,0.17510,0.10550,0.02550,0.01900,0.01200,0.00845,0.00536
Relay,MVP Disc Sports,Fairway,Stable,Concave,0.17510,0.10550,0.01700,0.01500,0.01200,0.00500,0.00317
Resistor,MVP Disc Sports,Fairway,Stable,Concave,0.17510,0.10550,0.01800,0.01500,0.01200,0.00520,0.00330
Servo,MVP Disc Sports,Fairway,Stable,Concave,0.17510,0.10550,0.01800,0.01400,0.01200,0.00485,0.00308
Shock,MVP Disc Sports,Driver,Overstable,Concave,0.17510,0.10550,0.01950,0.01600,0.01100,0.00585,0.00371
Signal,MVP Disc Sports,Fairway,Stable,Concave,0.17510,0.10550,0.01700,0.01500,0.01200,0.00500,0.00317
Spin,MVP Disc Sports,Putter,Understable,Flat,0.17430,0.10500,0.01100,0.01900,0.01500,0.00292,0.00230
Switch,MVP Disc Sports,Fairway,Stable,Concave,0.17510,0.10550,0.01800,0.01400,0.01200,0.00485,0.00308
Tangent,MVP Disc Sports,Midrange,Stable,NONE,0.17850,0.10750,0.01200,0.02100,0.01300,0.01651,0.00344
Teleport,MVP Disc Sports,Driver,Overstable,Concave,0.17510,0.10550,0.02550,0.01900,0.01200,0.00845,0.00536
Tensor,MVP Disc Sports,Midrange,Stable,NONE,0.17850,0.10750,0.01200,0.02000,0.01300,0.01572,0.00328
Tesla,MVP Disc Sports,Driver,Overstable,Concave,0.17430,0.10500,0.02000,0.01400,0.01200,0.00364,0.00287
Vector,MVP Disc Sports,Midrange,Stable,NONE,0.18010,0.10850,0.01300,0.02100,0.01300,0.01869,0.00126
Vertex,MVP Disc Sports,Midrange,Stable,NONE,0.17850,0.10750,0.01250,0.01900,0.01300,0.01493,0.00312
Volt,MVP Disc Sports,Driver,Overstable,Concave,0.17510,0.10550,0.02000,0.01600,0.01100,0.00596,0.00378
Wave,MVP Disc Sports,Driver,Overstable,Concave,0.17510,0.10550,0.02250,0.01400,0.01100,0.00567,0.00360
Aquarius,Millennium Golf Discs,Driver,Stable,Concave,0.17430,0.10500,0.02000,0.01900,0.01200,0.00494,0.00390
Aries,Millennium Golf Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02100,0.01600,0.01100,0.00617,0.00391
Astra,Millennium Golf Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02200,0.01500,0.01200,0.00598,0.00379
Aurora MF,Millennium Golf Discs,Putter,Stable,Flat,0.18010,0.10850,0.01150,0.02100,0.01400,0.01869,0.00126
Draco,Millennium Golf Discs,Driver,Stable,Concave,0.17600,0.10600,0.01950,0.01400,0.01200,0.00691,0.00347
EXP,Millennium Golf Discs,Fairway,Overstable,Concave,0.17510,0.10550,0.01800,0.01600,0.01200,0.00554,0.00352
Falcon,Millennium Golf Discs,Driver,Stable,Concave,0.17510,0.10550,0.02400,0.01400,0.01100,0.00594,0.00377
JLS,Millennium Golf Discs,Midrange,Stable,Concave,0.17430,0.10500,0.01600,0.01500,0.01100,0.00318,0.00251
Marksman,Millennium Golf Discs,Driver,Overstable,Concave,0.17510,0.10550,0.01950,0.01600,0.01200,0.00586,0.00371
Midrange MS/Aurora,Millennium Golf Discs,Midrange,Stable,NONE,0.18090,0.10900,0.01200,0.01800,0.01200,0.01696,0.00014
Moab,Millennium Golf Discs,Fairway,Stable,Concave,0.18090,0.10900,0.01700,0.01700,0.01200,0.01601,0.00014
Mortar,Millennium Golf Discs,Putter,Understable,Flat,0.17600,0.10600,0.01400,0.01900,0.01400,0.00791,0.00398
Omega,Millennium Golf Discs,Putter,Understable,Flat,0.17510,0.10550,0.00900,0.02000,0.01500,0.00460,0.00291
Omega SuperSoft Putter Big Bead,Millennium Golf Discs,Putter,Understable,Flat,0.17600,0.10600,0.00900,0.02100,0.01500,0.00725,0.00365
Omega4,Millennium Golf Discs,Putter,Understable,Flat,0.17510,0.10550,0.01050,0.02000,0.01500,0.00499,0.00316
Orion LF,Millennium Golf Discs,Driver,Overstable,Concave,0.17510,0.10550,0.01850,0.01500,0.01200,0.00530,0.00336
Orion LS,Millennium Golf Discs,Driver,Stable,Concave,0.17510,0.10550,0.01900,0.01400,0.01200,0.00503,0.00319
Polaris LF,Millennium Golf Discs,Fairway,Overstable,Concave,0.17510,0.10550,0.01600,0.01900,0.01100,0.00608,0.00386
Polaris LS,Millennium Golf Discs,Fairway,Stable,Concave,0.17510,0.10550,0.01600,0.01900,0.01100,0.00608,0.00386
QJLS,Millennium Golf Discs,Midrange,Stable,Concave,0.17600,0.10600,0.01600,0.01800,0.01100,0.00798,0.00401
QMS,Millennium Golf Discs,Putter,Stable,Flat,0.18090,0.10900,0.01200,0.02000,0.01400,0.01884,0.00016
Quasar,Millennium Golf Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02500,0.01600,0.01200,0.00915,0.00460
Sabot,Millennium Golf Discs,Driver,Stable,Concave,0.17510,0.10550,0.02200,0.01700,0.01200,0.00678,0.00430
Scorpius,Millennium Golf Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02400,0.01700,0.01200,0.00722,0.00458
Sentinel MF,Millennium Golf Discs,Midrange,Overstable,NONE,0.18010,0.10850,0.01300,0.02100,0.01200,0.01869,0.00126
Tachyon LF,Millennium Golf Discs,Midrange,Stable,Concave,0.18010,0.10850,0.01600,0.02000,0.01300,0.01780,0.00120
Tachyon LS,Millennium Golf Discs,Midrange,Overstable,Concave,0.18010,0.10850,0.01600,0.01900,0.01200,0.01691,0.00114
Tank - Panzer,Millennium Golf Discs,Putter,Understable,Flat,0.17600,0.10600,0.01200,0.02100,0.01400,0.00814,0.00409
Taurus,Millennium Golf Discs,Putter,Understable,Flat,0.18010,0.10850,0.01350,0.02000,0.01500,0.01780,0.00120
Veteran,Millennium Golf Discs,Fairway,Overstable,Concave,0.17510,0.10550,0.01800,0.01800,0.01200,0.00624,0.00395
Alpha,Mint Discs,Driver,Stable,Concave,0.17510,0.10550,0.02000,0.02100,0.01200,0.00783,0.00496
Bobcat,Mint Discs,Putter,Stable,Flat,0.17760,0.10700,0.01450,0.01900,0.01400,0.01356,0.00398
